Date,Open,High,Low,Close,Profit/Loss,Trend
2011-11-22,0.916,0.9186,0.9104,0.9141,-0.0019,0
2011-11-23,0.9141,0.9213,0.9123,0.919,0.0049,1
2011-11-24,0.919,0.9215,0.915,0.9192,0.0002,1
2011-11-25,0.9192,0.933,0.9187,0.9292,0.01,1
2011-11-28,0.9292,0.9306,0.9172,0.9238,-0.0054,0
2011-11-29,0.9238,0.9243,0.9136,0.9198,-0.004,0
2011-11-30,0.9198,0.925,0.9061,0.9121,-0.0077,0
2011-12-01,0.9121,0.919,0.9068,0.916,0.0039,1
2011-12-02,0.916,0.9241,0.9108,0.9203,0.0043,1
2011-12-05,0.9203,0.923,0.9161,0.9206,0.0003,1
2011-12-06,0.9206,0.9294,0.9196,0.926,0.0054,1
2011-12-07,0.926,0.9288,0.9224,0.9235,-0.0025,0
2011-12-08,0.9235,0.929,0.9174,0.9262,0.0027,1
2011-12-09,0.9262,0.9284,0.9179,0.924,-0.0022,0
2011-12-12,0.924,0.9384,0.9245,0.9371,0.0131,1
2011-12-13,0.9371,0.9476,0.9338,0.9465,0.0094,1
2011-12-14,0.9465,0.9538,0.9426,0.9527,0.0062,1
2011-12-15,0.9527,0.9548,0.9384,0.9402,-0.0125,0
2011-12-16,0.9402,0.9414,0.9348,0.9362,-0.004,0
2011-12-19,0.9362,0.9399,0.9345,0.9371,0.0009,1
2011-12-20,0.9371,0.9385,0.9264,0.9314,-0.0057,0
2011-12-21,0.9314,0.9392,0.924,0.9357,0.0043,1
2011-12-22,0.9357,0.94,0.9305,0.9355,-0.0002,0
2011-12-23,0.9355,0.9388,0.9331,0.9371,0.0016,1
2011-12-26,0.9371,0.9368,0.9337,0.9359,-0.0012,0
2011-12-27,0.9359,0.9372,0.9327,0.9343,-0.0016,0
2011-12-28,0.9343,0.9441,0.9317,0.9424,0.0081,1
2011-12-29,0.9424,0.9469,0.9396,0.9398,-0.0026,0
2011-12-30,0.9398,0.9426,0.9339,0.9389,-0.0009,0
2012-01-02,0.9389,0.9414,0.9366,0.9401,0.0012,1
2012-01-03,0.9401,0.9399,0.9302,0.9322,-0.0079,0
2012-01-04,0.9322,0.9448,0.9312,0.9412,0.009,1
2012-01-05,0.9412,0.9537,0.9407,0.9531,0.0119,1
2012-01-06,0.9531,0.9578,0.9503,0.9553,0.0022,1
2012-01-09,0.9553,0.9594,0.9488,0.9494,-0.0059,0
2012-01-10,0.9494,0.9511,0.9461,0.9489,-0.0005,0
2012-01-11,0.9489,0.9566,0.9478,0.9541,0.0052,1
2012-01-12,0.9541,0.9546,0.9407,0.9438,-0.0103,0
2012-01-13,0.9438,0.9574,0.9404,0.952,0.0082,1
2012-01-16,0.952,0.9568,0.9522,0.9538,0.0018,1
2012-01-17,0.9538,0.9573,0.9444,0.9501,-0.0037,0
2012-01-18,0.9501,0.9496,0.938,0.9397,-0.0104,0
2012-01-19,0.9397,0.9412,0.9322,0.9327,-0.007,0
2012-01-20,0.9327,0.9369,0.9303,0.9344,0.0017,1
2012-01-23,0.9344,0.9378,0.9247,0.9266,-0.0078,0
2012-01-24,0.9266,0.931,0.923,0.9282,0.0016,1
2012-01-25,0.9282,0.9339,0.92,0.9212,-0.007,0
2012-01-26,0.9212,0.9228,0.9154,0.9203,-0.0009,0
2012-01-27,0.9203,0.9228,0.9118,0.9123,-0.008,0
2012-01-30,0.9123,0.9209,0.9114,0.9184,0.0061,1
2012-01-31,0.9184,0.9228,0.9118,0.9202,0.0018,1
2012-02-01,0.9202,0.9249,0.911,0.9158,-0.0044,0
2012-02-02,0.9158,0.9208,0.9126,0.916,0.0002,1
2012-02-03,0.916,0.9232,0.9122,0.9183,0.0023,1
2012-02-06,0.9183,0.9263,0.9174,0.9185,0.0002,1
2012-02-07,0.9185,0.9229,0.9112,0.9126,-0.0059,0
2012-02-08,0.9126,0.915,0.9103,0.9119,-0.0007,0
2012-02-09,0.9119,0.9151,0.9085,0.9115,-0.0004,0
2012-02-10,0.9115,0.92,0.9099,0.9179,0.0064,1
2012-02-13,0.9179,0.9166,0.9099,0.9162,-0.0017,0
2012-02-14,0.9162,0.9229,0.9139,0.9206,0.0044,1
2012-02-15,0.9206,0.9251,0.9151,0.9228,0.0022,1
2012-02-16,0.9228,0.93,0.9173,0.9177,-0.0051,0
2012-02-17,0.9177,0.9206,0.9155,0.9183,0.0006,1
2012-02-20,0.9183,0.9178,0.9085,0.9115,-0.0068,0
2012-02-21,0.9115,0.9148,0.908,0.912,0.0005,1
2012-02-22,0.912,0.9137,0.9093,0.9103,-0.0017,0
2012-02-23,0.9103,0.9114,0.9008,0.9018,-0.0085,0
2012-02-24,0.9018,0.9027,0.8927,0.8948,-0.007,0
2012-02-27,0.8948,0.901,0.8935,0.8987,0.0039,1
2012-02-28,0.8987,0.9001,0.8941,0.895,-0.0037,0
2012-02-29,0.895,0.9052,0.8932,0.9045,0.0095,1
